ID,RAJ2000,DEJ2000,w1,w1_err,h,h_err,k,k_err,Halpha_type,objtype_Hou,objtype_SIMBAD,Fe_type,umag,e_umag,gmag,e_gmag,Hamag,e_Hamag,rmag,e_rmag,imag,e_imag,Jmag,Hmag,Kmag,e_Jmag,e_Hmag,e_Kmag
J052530.71+294125.3,81.377978,29.690374,15.238,0.044,15.18,0.081,15.126,0.125,II,CBe,,,18.166,0.015,16.762,0.004,16.21,0.01,16.35,0.01,16.02,0.01,15.438,15.18,15.126,0.057,0.081,0.125
J052453.86+293747.2,81.224421,29.62979,15.026,0.041,15.337,0.089,15.288,0.127,II,CBe,,,19.213,0.026,17.646,0.005,16.71,0.01,16.96,0.01,16.46,0.01,15.589,15.337,15.288,0.058,0.089,0.127
J052555.00+294629.5,81.479192,29.774865,15.185,0.044,15.25,0.082,15.661,0.188,II,CBe,,,19.226,0.027,17.632,0.005,16.68,0.01,16.95,0.01,16.39,0.01,15.597,15.25,15.661,0.056,0.082,0.188
J053303.39+300647.8,83.264146,30.113282,14.569,0.034,14.744,0.062,14.729,0.086,II,CBe,,,18.783,0.018,17.092,0.005,16.25,0.01,16.41,0.01,15.83,0.01,15.011,14.744,14.729,0.039,0.062,0.086
J055146.60+290828.6,87.944185,29.141283,12.666,0.025,12.851,0.028,12.736,0.026,II,CBe,,,16.162,0.005,14.65,0.004,14.0,0.0,14.14,0.0,13.76,0.0,13.057,12.851,12.736,0.024,0.028,0.026
J055007.93+303601.2,87.533055,30.600339,13.823,0.028,14.063,0.037,13.873,0.05,II,CBe,,,17.689,0.011,16.056,0.004,15.31,0.0,15.51,0.0,15.01,0.0,14.288,14.063,13.873,0.03,0.037,0.05
J054956.24+290253.7,87.484346,29.048268,14.778,0.035,15.133,0.099,14.923,0.116,II,CBe,,,20.107,0.035,18.196,0.006,16.95,0.01,17.21,0.01,16.54,0.01,15.491,15.133,14.923,0.054,0.099,0.116
J035459.00+521445.3,58.745852,52.245931,11.608,0.024,11.728,0.029,11.665,0.027,II,CBe,,,14.73,0.004,13.554,0.003,12.59,0.0,13.13,0.0,12.37,0.0,11.846,11.728,11.665,0.022,0.029,0.027
J035852.52+512056.8,59.718866,51.349119,12.476,0.023,12.71,0.03,12.576,0.024,II,CBe,,,16.355,0.006,14.694,0.003,13.95,0.0,14.04,0.0,13.58,0.0,12.857,12.71,12.576,0.027,0.03,0.024
J034551.26+494856.7,56.463593,49.815753,11.003,0.024,11.29,0.027,11.117,0.025,II,CBe,,,16.171,0.009,14.31,0.003,12.61,0.0,13.02,0.0,12.42,0.0,11.527,11.29,11.117,0.025,0.027,0.025
J035515.38+520530.2,58.814092,52.09173,12.256,0.024,12.546,0.032,12.368,0.03,II,CBe,,,16.901,0.007,15.292,0.004,14.16,0.0,14.35,0.0,13.74,0.0,12.783,12.546,12.368,0.026,0.032,0.03
J040158.53+510824.2,60.493882,51.140074,13.532,0.025,13.859,0.037,13.661,0.04,II,CBe,,,19.121,0.024,16.991,0.004,15.74,0.01,15.98,0.0,15.23,0.0,14.222,13.859,13.661,0.021,0.037,0.04
J040139.98+511027.1,60.416597,51.174197,12.35,0.023,12.631,0.03,12.523,0.029,II,CBe,,,16.737,0.007,14.925,0.003,14.07,0.0,14.25,0.0,13.69,0.0,12.876,12.631,12.523,0.024,0.03,0.029
J034504.61+484117.9,56.269216,48.688328,13.268,0.026,13.543,0.047,13.621,,II,CBe,,,18.412,0.016,16.422,0.004,15.14,0.0,15.41,0.0,14.77,0.0,13.923,13.543,13.621,,0.047,
J035514.03+521306.4,58.808487,52.218467,12.567,0.024,12.973,0.034,12.813,0.035,II,CBe,,,17.669,0.012,15.607,0.003,14.62,0.0,14.74,0.0,14.16,0.0,13.218,12.973,12.813,0.027,0.034,0.035
J035808.97+520341.3,59.537391,52.061474,12.847,0.023,13.184,0.042,13.0,,II,CBe,,,18.144,0.012,16.084,0.004,14.89,0.0,15.1,0.0,14.49,0.0,13.552,13.184,13.0,,0.042,
J052423.13+283541.6,81.096375,28.594889,12.254,0.024,12.618,0.031,12.535,0.024,II,CBe,,,15.352,0.007,15.684,0.012,12.94,0.0,13.26,0.0,12.97,0.0,12.639,12.618,12.535,0.023,0.031,0.024
J052153.85+284203.6,80.474386,28.701011,12.812,0.025,12.946,0.025,12.862,0.025,II,CBe,,,16.494,0.008,15.355,0.005,13.92,0.0,14.13,0.0,13.74,0.0,13.107,12.946,12.862,0.021,0.025,0.025
J052850.94+272112.0,82.21225,27.353361,12.877,0.025,13.3,0.031,13.137,0.03,II,CBe,,,16.455,0.006,15.157,0.003,14.19,0.0,14.57,0.0,14.13,0.0,13.467,13.3,13.137,0.024,0.031,0.03
J052601.53+294638.5,81.506416,29.77737,14.592,0.034,14.75,0.06,14.553,0.081,II,CBe,,,17.407,0.01,16.143,0.004,15.58,0.01,15.81,0.0,15.43,0.01,14.858,14.75,14.553,0.028,0.06,0.081
J053035.92+292653.3,82.649667,29.448139,11.894,0.023,12.142,0.023,12.032,0.02,II,CBe,,,15.811,0.007,14.421,0.003,13.25,0.0,13.58,0.0,13.12,0.0,12.376,12.142,12.032,0.024,0.023,0.02
J052925.94+293801.0,82.3581,29.633632,14.186,0.03,14.319,0.047,14.175,0.048,II,CBe,,,17.901,0.012,16.231,0.004,15.56,0.01,15.68,0.0,15.23,0.01,14.587,14.319,14.175,0.031,0.047,0.048
J052151.73+273524.9,80.46556,27.590251,15.419,0.047,15.59,0.103,15.349,0.124,II,CBe,,,19.475,0.028,17.738,0.006,16.97,0.01,17.1,0.01,16.65,0.01,15.941,15.59,15.349,0.068,0.103,0.124
J052711.67+275830.8,81.798636,27.975227,15.348,0.048,15.418,0.091,15.248,0.129,II,CBe,,,18.789,0.02,17.34,0.005,16.68,0.01,16.83,0.01,16.36,0.01,15.695,15.418,15.248,0.061,0.091,0.129
J052702.21+275516.6,81.759216,27.921304,14.753,0.034,14.889,0.059,14.725,0.077,II,CBe,,,19.22,0.026,17.367,0.005,16.49,0.01,16.67,0.01,16.07,0.01,15.201,14.889,14.725,0.038,0.059,0.077
J052559.10+294627.3,81.49628,29.774256,14.358,0.038,14.557,0.064,14.426,0.063,II,CBe,,,18.798,0.02,17.066,0.005,15.99,0.01,16.24,0.01,15.67,0.01,14.874,14.557,14.426,0.048,0.064,0.063
J053033.24+294342.5,82.638527,29.728483,14.061,0.029,14.235,0.043,14.056,0.047,II,CBe,,,18.664,0.018,17.109,0.005,15.93,0.01,16.22,0.01,15.6,0.01,14.608,14.235,14.056,0.031,0.043,0.047
J053124.80+285114.8,82.853369,28.854127,14.706,0.035,15.009,0.077,14.908,0.103,II,CBe,,,19.159,0.022,17.325,0.005,16.52,0.01,16.69,0.01,16.17,0.01,15.357,15.009,14.908,0.05,0.077,0.103
J053426.15+300528.9,83.608998,30.091384,14.022,0.029,14.347,0.04,14.202,0.057,II,CBe,,,18.871,0.019,16.945,0.005,16.04,0.01,16.21,0.01,15.59,0.01,14.641,14.347,14.202,0.032,0.04,0.057
J053516.01+302631.5,83.816716,30.442108,14.838,0.038,15.049,0.066,14.889,0.104,II,CBe,,,19.744,0.033,17.838,0.006,16.89,0.01,17.07,0.01,16.42,0.01,15.54,15.049,14.889,0.054,0.066,0.104
J052854.16+273336.6,82.225694,27.560177,14.851,0.038,15.079,0.062,15.018,0.098,II,CBe,,,18.443,0.016,17.098,0.005,16.28,0.01,16.5,0.01,16.04,0.01,15.285,15.079,15.018,0.037,0.062,0.098
J052601.70+294523.3,81.507108,29.756495,15.259,0.046,15.318,0.085,15.709,0.188,II,CBe,,,18.326,0.016,16.863,0.004,16.35,0.01,16.49,0.01,16.08,0.01,15.5,15.318,15.709,0.05,0.085,0.188
J052530.75+293821.3,81.378157,29.639252,15.104,0.042,15.3,0.105,15.175,0.118,II,CBe,,,24.635,1.578,17.203,0.005,16.48,0.01,16.66,0.01,16.17,0.01,15.515,15.3,15.175,0.061,0.105,0.118
J053412.40+274056.3,83.551677,27.682316,14.002,0.029,14.273,0.041,14.115,0.05,II,CBe,,,19.356,0.023,17.408,0.005,16.22,0.01,16.43,0.01,15.73,0.01,14.549,14.273,14.115,0.029,0.041,0.05
J053525.59+284707.8,83.856633,28.785505,13.642,0.028,13.997,0.035,13.835,0.04,II,CBe,,,18.854,0.018,16.878,0.004,15.81,0.01,16.01,0.0,15.34,0.0,14.286,13.997,13.835,0.025,0.035,0.04
J053442.49+290133.8,83.677067,29.026068,14.348,0.035,14.635,0.051,14.408,0.061,II,CBe,,,20.112,0.046,18.048,0.006,16.78,0.01,17.07,0.01,16.27,0.01,14.994,14.635,14.408,0.036,0.051,0.061
J053156.63+300416.9,82.985995,30.071383,14.877,0.04,14.944,0.067,14.907,0.1,II,CBe,,,19.706,0.03,17.858,0.006,16.8,0.01,17.0,0.01,16.38,0.01,15.338,14.944,14.907,0.044,0.067,0.1
J053431.23+293842.3,83.63014,29.645092,14.854,0.042,15.4,0.089,15.247,0.126,II,CBe,,,20.272,0.039,18.242,0.007,17.13,0.01,17.34,0.01,16.64,0.01,15.583,15.4,15.247,0.041,0.089,0.126
J052047.53+290124.6,80.19806,29.023513,15.279,0.043,15.415,0.075,15.287,0.115,II,CBe,,,18.761,0.02,17.135,0.004,16.52,0.01,16.66,0.01,16.24,0.01,15.672,15.415,15.287,0.046,0.075,0.115
J052234.55+284944.9,80.643961,28.829163,14.231,0.031,14.561,0.06,14.44,0.075,II,CBe,,,18.501,0.016,16.789,0.004,16.06,0.01,16.21,0.01,15.7,0.01,14.851,14.561,14.44,0.043,0.06,0.075
J052232.72+285554.6,80.636336,28.931846,14.651,0.035,14.896,0.075,14.654,0.08,II,CBe,,,18.317,0.014,16.605,0.004,15.92,0.01,16.08,0.0,15.63,0.01,14.954,14.896,14.654,0.042,0.075,0.08
J053903.41+300817.1,84.764247,30.13809,12.027,0.024,12.57,0.023,12.313,0.023,II,CBe,,,20.197,0.051,17.7,0.005,15.64,0.0,16.03,0.0,14.9,0.0,13.202,12.57,12.313,0.025,0.023,0.023
J052850.64+295924.7,82.211024,29.990215,14.029,0.028,14.355,0.044,14.133,0.055,II,CBe,,,18.588,0.019,16.786,0.004,15.82,0.01,16.05,0.0,15.46,0.01,14.678,14.355,14.133,0.031,0.044,0.055
J055129.18+304814.9,87.871624,30.804142,13.041,0.026,13.168,0.034,13.088,0.024,II,CBe,,,16.082,0.006,14.567,0.004,14.12,0.0,14.24,0.0,13.88,0.0,13.326,13.168,13.088,0.026,0.034,0.024
J055022.64+302204.5,87.594334,30.367937,12.966,0.026,13.085,0.038,13.028,0.032,II,CBe,,,15.898,0.006,14.494,0.009,13.93,0.0,14.05,0.0,13.71,0.0,13.256,13.085,13.028,0.028,0.038,0.032
J054719.15+284543.8,86.82982,28.762179,13.723,0.031,14.086,0.04,14.014,0.045,II,CBe,,,18.774,0.017,16.939,0.004,15.96,0.01,16.19,0.01,15.56,0.01,14.565,14.086,14.014,0.033,0.04,0.045
J055204.51+304757.6,88.018833,30.799358,15.033,0.04,15.199,0.098,15.241,0.125,II,CBe,,,18.572,0.017,17.177,0.005,16.36,0.01,16.58,0.01,16.09,0.01,15.476,15.199,15.241,0.056,0.098,0.125
J035035.90+513738.3,57.649615,51.627321,11.878,0.023,12.155,0.029,12.011,0.024,II,CBe,,,17.6,0.011,15.495,0.003,14.14,0.0,14.4,0.0,13.69,0.0,12.545,12.155,12.011,0.025,0.029,0.024
J065937.20+044253.6,104.90503,4.7149057,11.326,0.023,11.779,0.026,11.63,0.021,II,CBe,,,15.145,0.005,13.766,0.004,12.96,0.0,13.18,0.0,12.83,0.0,12.149,11.779,11.63,0.024,0.026,0.021
J052344.19+283229.8,80.934141,28.541632,15.106,0.041,15.281,0.078,15.238,0.109,II,CBe,,,18.891,0.018,17.233,0.005,16.48,0.01,16.65,0.01,16.22,0.01,15.48,15.281,15.238,0.052,0.078,0.109
J052254.99+284157.4,80.72916,28.699299,15.307,0.044,15.323,0.097,15.817,0.206,II,CBe,,,19.074,0.023,17.323,0.005,16.68,0.01,16.82,0.01,16.36,0.01,15.647,15.323,15.817,0.059,0.097,0.206
J053325.92+280021.0,83.358029,28.005861,14.44,0.036,14.711,0.058,14.572,0.068,II,CBe,,,19.319,0.023,17.665,0.005,16.5,0.01,16.78,0.01,16.09,0.01,15.005,14.711,14.572,0.033,0.058,0.068
J055012.02+285433.1,87.550096,28.9092,14.461,0.032,14.714,0.067,14.614,0.085,II,CBe,,,18.126,0.012,16.514,0.004,15.87,0.01,15.98,0.0,15.55,0.01,14.952,14.714,14.614,0.04,0.067,0.085
J055048.47+303120.7,87.701968,30.522426,14.691,0.036,14.817,0.071,14.634,0.077,II,CBe,,,17.775,0.011,16.357,0.004,15.86,0.01,15.98,0.0,15.61,0.01,14.968,14.817,14.634,0.041,0.071,0.077
J034139.89+495611.6,55.4162236,49.9365658,13.296,0.026,13.54,0.039,13.363,0.04,II,CBe,,,16.796,0.007,15.113,0.003,14.48,0.0,14.64,0.0,14.26,0.0,13.679,13.54,13.363,0.031,0.039,0.04
J034237.93+493326.0,55.658049,49.557231,12.777,0.024,12.901,0.034,12.814,0.034,II,CBe,,,15.925,0.005,14.611,0.003,13.69,0.0,13.82,0.0,13.52,0.0,13.015,12.901,12.814,0.026,0.034,0.034
J035325.29+522219.9,58.35539,52.3722,12.793,0.024,12.963,0.034,12.89,0.035,II,CBe,,,16.643,0.007,15.013,0.003,14.16,0.0,14.32,0.0,13.83,0.0,13.189,12.963,12.89,0.026,0.034,0.035
J064938.69+103851.9,102.41121,10.647757,12.785,0.025,13.172,0.029,13.115,0.035,II,CBe,Star in Cluster,,15.059,0.006,13.894,0.002,13.38,0.0,13.6,0.0,13.49,0.0,13.211,13.172,13.115,0.022,0.029,0.035
J064917.52+100126.8,102.32302,10.024136,10.489,0.023,10.906,0.027,10.716,0.026,II,CBe,,,17.738,0.013,15.079,0.006,13.01,0.0,13.41,0.0,12.72,0.0,11.528,10.906,10.716,0.029,0.027,0.026
J035814.14+521024.3,59.558931,52.173432,10.573,0.023,10.801,0.032,10.645,0.021,II,CBe,Emission-line Star,,15.074,0.006,14.77,0.011,11.97,0.0,12.91,0.0,11.78,0.0,10.885,10.801,10.645,0.029,0.032,0.021
J035941.19+520908.3,59.921641,52.152326,11.219,0.023,11.495,0.031,11.365,0.021,II,CBe,,,15.244,0.004,13.764,0.003,12.65,0.0,12.98,0.0,12.45,0.0,11.77,11.495,11.365,0.026,0.031,0.021
J040212.39+523426.4,60.551633,52.574003,12.169,0.025,12.286,0.028,12.183,0.023,II,CBe,,,15.906,0.005,14.453,0.003,13.56,0.0,13.81,0.0,13.35,0.0,12.644,12.286,12.183,0.027,0.028,0.023
J040301.08+522546.9,60.754503,52.429721,11.659,0.023,11.824,0.029,11.774,0.026,II,CBe,,,14.808,0.004,13.799,0.009,12.74,0.0,12.9,0.0,12.53,0.0,12.006,11.824,11.774,0.024,0.029,0.026
J040604.74+510850.1,61.519775,51.147255,11.52,0.023,11.729,0.03,11.621,0.025,II,CBe,,,15.081,0.004,14.366,0.008,12.63,0.0,12.95,0.0,12.37,0.0,11.827,11.729,11.621,0.021,0.03,0.025
J064651.07+112819.4,101.71281,11.472063,12.649,0.024,12.795,0.029,12.772,0.037,II,CBe,,,16.107,0.007,14.601,0.004,13.6,0.0,13.7,0.0,13.4,0.0,12.964,12.795,12.772,0.029,0.029,0.037
J064745.81+111321.9,101.94088,11.222758,12.887,0.023,12.99,0.03,12.933,0.03,II,CBe,,,15.736,0.008,15.26,0.013,13.46,0.0,13.57,0.0,13.39,0.0,13.041,12.99,12.933,0.026,0.03,0.03
J064651.07+112819.4,101.71281,11.472063,12.649,0.024,12.795,0.029,12.772,0.037,II,CBe,,,16.107,0.007,14.601,0.004,13.6,0.0,13.7,0.0,13.4,0.0,12.964,12.795,12.772,0.029,0.029,0.037
J064739.89+112124.1,101.91624,11.356705,12.996,0.024,13.111,0.031,13.049,0.03,II,CBe,,,15.345,0.008,15.17,0.013,13.38,0.0,13.5,0.0,13.37,0.0,13.107,13.111,13.049,0.028,0.031,0.03
J064719.85+111819.7,101.83274,11.305475,11.56,0.023,11.682,0.025,11.679,0.026,II,CBe,Star in Cluster,,15.404,0.009,13.059,0.002,12.49,0.0,12.65,0.0,12.36,0.0,11.856,11.682,11.679,0.021,0.025,0.026
J055502.89+214920.1,88.762057,21.82225,13.091,0.025,13.304,0.021,13.149,0.03,II,CBe,,,16.13,0.006,14.671,0.004,14.15,0.0,14.27,0.0,14.0,0.0,13.408,13.304,13.149,0.022,0.021,0.03
J054733.79+313320.6,86.890806,31.555742,13.077,0.025,13.261,0.031,13.173,0.032,II,CBe,,,16.281,0.013,17.619,0.037,13.99,0.0,14.11,0.0,13.81,0.0,13.361,13.261,13.173,0.023,0.031,0.032
J054912.57+312243.1,87.302394,31.378665,13.138,0.026,13.302,0.03,13.213,0.031,II,CBe,,,16.127,0.006,14.659,0.004,14.22,0.0,14.32,0.0,13.98,0.0,13.467,13.302,13.213,0.022,0.03,0.031
J053145.48+275833.7,82.939524,27.976051,11.412,0.024,11.734,0.022,11.549,0.02,II,CBe,,,17.411,0.009,15.33,0.004,13.85,0.0,14.17,0.0,13.38,0.0,12.144,11.734,11.549,0.02,0.022,0.02
J054828.65+324914.2,87.119415,32.820613,12.893,0.025,13.189,0.028,13.044,0.028,II,CBe,,,16.706,0.007,15.12,0.004,14.34,0.0,14.54,0.0,14.09,0.0,13.326,13.189,13.044,0.025,0.028,0.028
J053407.39+273905.9,83.530817,27.651645,13.274,0.026,13.576,0.027,13.379,0.032,II,CBe,,,17.583,0.009,15.958,0.004,15.03,0.0,15.23,0.0,14.65,0.0,13.824,13.576,13.379,0.024,0.027,0.032
J053707.85+291642.3,84.282743,29.278426,13.536,0.027,13.862,0.033,13.618,0.032,II,CBe,,,18.886,0.02,16.84,0.005,15.75,0.01,15.94,0.0,15.26,0.0,14.113,13.862,13.618,0.025,0.033,0.032
J053640.61+291550.8,84.169237,29.264127,13.433,0.026,13.69,0.034,13.522,0.032,II,CBe,,,18.212,0.014,16.292,0.004,15.39,0.0,15.56,0.0,14.96,0.0,13.983,13.69,13.522,0.024,0.034,0.032
J053356.20+273712.0,83.484167,27.620011,13.587,0.027,13.972,0.03,13.82,0.045,II,CBe,,,18.193,0.012,16.359,0.004,15.51,0.0,15.66,0.0,15.08,0.0,14.237,13.972,13.82,0.027,0.03,0.045
J052504.27+271612.6,81.267796,27.270186,14.45,0.032,14.64,0.051,14.458,0.062,II,CBe,,,18.152,0.013,16.561,0.004,15.87,0.01,16.01,0.01,15.61,0.01,14.849,14.64,14.458,0.035,0.051,0.062
J052612.59+272128.4,81.552497,27.357902,12.968,0.024,13.156,0.022,13.065,0.024,II,CBe,,,17.239,0.008,15.457,0.003,14.57,0.0,14.75,0.0,14.24,0.0,13.425,13.156,13.065,0.02,0.022,0.024
J055002.90+224023.8,87.512124,22.673286,13.787,0.028,14.141,0.046,13.997,0.048,II,CBe,,,17.728,0.012,16.156,0.004,15.36,0.0,15.53,0.0,15.06,0.0,14.321,14.141,13.997,0.036,0.046,0.048
J054753.64+222017.0,86.973506,22.338058,15.181,0.045,15.304,0.099,15.104,0.111,II,CBe,,,18.468,0.017,16.894,0.005,16.33,0.01,16.45,0.0,16.05,0.01,15.372,15.304,15.104,0.052,0.099,0.111
J054931.90+221400.6,87.382929,22.233526,14.665,0.035,14.783,0.057,14.658,0.072,II,CBe,,,17.946,0.012,16.632,0.005,15.89,0.01,16.07,0.0,15.61,0.01,14.941,14.783,14.658,0.04,0.057,0.072
J055511.13+230646.4,88.796383,23.112903,13.286,0.026,13.826,0.036,13.496,0.029,II,CBe,,,22.134,0.254,19.056,0.01,17.1,0.01,17.4,0.01,16.22,0.01,14.41,13.826,13.496,0.028,0.036,0.029
J055306.18+230858.8,88.27577,23.149683,14.869,0.038,15.367,0.086,15.164,0.124,II,CBe,,,20.707,0.07,18.531,0.008,17.36,0.01,17.53,0.01,16.84,0.01,15.753,15.367,15.164,0.058,0.086,0.124
J055134.58+223622.6,87.894095,22.606295,14.014,0.029,14.345,0.044,14.12,0.054,II,CBe,,,20.07,0.047,17.817,0.005,16.51,0.01,16.72,0.0,15.97,0.01,14.803,14.345,14.12,0.032,0.044,0.054
J060613.84+242902.0,91.557677,24.483896,13.371,0.027,13.554,0.028,13.444,0.03,II,CBe,,,17.059,0.008,15.413,0.004,14.65,0.0,14.79,0.0,14.4,0.0,13.744,13.554,13.444,0.023,0.028,0.03
J060609.70+241349.6,91.540445,24.23047,13.875,0.029,14.05,0.028,13.982,0.045,II,CBe,,,17.66,0.01,15.987,0.004,15.25,0.0,15.39,0.0,14.95,0.0,14.277,14.05,13.982,0.028,0.028,0.045
J055549.34+222318.6,88.955586,22.388516,14.428,0.032,14.798,0.055,14.725,0.09,II,CBe,,,21.611,0.149,19.241,0.011,17.41,0.02,17.89,0.01,16.93,0.02,15.553,14.798,14.725,0.048,0.055,0.09
J055925.92+221016.5,89.858025,22.171275,16.247,0.081,15.988,,16.392,,II,CBe,,,20.989,0.083,19.054,0.01,18.08,0.02,18.26,0.01,17.66,0.02,16.462,15.988,16.392,0.118,,
J060040.53+231737.7,90.168896,23.293821,15.188,0.044,15.37,0.1,15.207,0.118,II,CBe,,,20.966,0.079,18.881,0.009,17.6,0.02,17.82,0.01,17.05,0.01,15.846,15.37,15.207,0.065,0.1,0.118
J060103.87+234807.8,90.266165,23.802174,15.052,0.039,15.329,0.107,15.197,0.123,II,CBe,,,20.755,0.069,18.686,0.008,17.45,0.02,17.67,0.01,16.92,0.01,15.773,15.329,15.197,0.064,0.107,0.123
J055829.14+215020.9,89.621456,21.839145,14.565,0.033,14.716,0.063,14.377,0.071,II,CBe,,,19.049,0.022,17.197,0.005,16.31,0.01,16.48,0.0,15.9,0.01,14.907,14.716,14.377,0.04,0.063,0.071
J055532.66+222323.6,88.886103,22.389906,15.275,0.043,15.338,0.084,15.522,0.19,II,CBe,,,19.96,0.041,18.19,0.006,17.02,0.01,17.21,0.01,16.66,0.01,15.653,15.338,15.522,0.055,0.084,0.19
J055615.02+221726.6,89.062595,22.290727,14.578,0.033,14.889,0.063,14.612,0.082,II,CBe,,,19.132,0.025,17.272,0.004,16.41,0.01,16.65,0.01,16.09,0.01,15.221,14.889,14.612,0.044,0.063,0.082
J055854.31+222803.0,89.726304,22.467516,15.254,0.044,15.275,0.11,15.194,0.119,II,CBe,,,19.952,0.038,18.06,0.006,17.09,0.01,17.27,0.01,16.66,0.01,15.641,15.275,15.194,0.059,0.11,0.119
J055915.52+220521.6,89.814694,22.089357,14.64,0.037,14.795,0.07,14.729,0.081,II,CBe,,,19.595,0.03,17.737,0.005,16.67,0.01,16.86,0.0,16.25,0.01,15.191,14.795,14.729,0.043,0.07,0.081
J055337.00+215302.6,88.404205,21.884082,14.936,0.041,15.095,0.07,14.949,0.097,II,CBe,,,18.763,0.02,17.22,0.004,16.6,0.01,16.7,0.01,16.26,0.01,15.355,15.095,14.949,0.042,0.07,0.097
J055422.96+223322.7,88.595691,22.556333,14.678,0.038,15.101,0.06,14.792,0.082,II,CBe,,,19.989,0.04,17.974,0.006,16.94,0.01,17.14,0.0,16.53,0.01,15.31,15.101,14.792,0.045,0.06,0.082
J055355.39+221109.9,88.480819,22.186101,14.687,0.034,14.914,0.055,14.698,0.08,II,CBe,,,19.188,0.026,17.5,0.005,16.53,0.01,16.81,0.01,16.22,0.01,15.119,14.914,14.698,0.041,0.055,0.08
J060519.12+240623.6,91.329689,24.106583,15.319,0.045,15.181,0.072,15.39,0.135,II,CBe,,,19.881,0.037,17.997,0.006,17.03,0.01,17.24,0.01,16.66,0.01,15.703,15.181,15.39,0.052,0.072,0.135
J060655.95+235233.7,91.733125,23.876037,16.712,0.13,15.966,0.157,16.328,,II,CBe,Star,,15.908,0.006,15.923,0.004,15.83,0.01,15.91,0.0,15.89,0.01,16.088,15.966,16.328,0.081,0.157,
J060536.91+233540.5,91.403809,23.594607,15.379,0.05,15.466,0.103,15.22,0.129,II,CBe,,,18.985,0.023,17.438,0.005,16.68,0.01,16.84,0.01,16.37,0.01,15.663,15.466,15.22,0.06,0.103,0.129
J060449.46+233145.6,91.206097,23.529356,14.431,0.032,14.578,0.066,14.314,0.077,II,CBe,,,18.0,0.013,16.558,0.004,15.74,0.01,15.94,0.0,15.48,0.01,14.771,14.578,14.314,0.034,0.066,0.077
J060506.98+233546.4,91.279113,23.596243,15.4,0.045,15.481,0.088,15.311,0.121,II,CBe,,,19.523,0.031,17.836,0.005,16.94,0.02,17.12,0.01,16.6,0.01,15.865,15.481,15.311,0.062,0.088,0.121
J060508.89+233200.0,91.287077,23.533347,15.189,0.046,15.218,0.072,15.166,0.114,II,CBe,,,18.963,0.023,17.233,0.004,16.54,0.01,16.67,0.0,16.23,0.01,15.527,15.218,15.166,0.053,0.072,0.114
J060351.33+234159.2,90.963878,23.699793,13.86,0.029,14.264,0.054,14.111,0.064,II,CBe,,,19.368,0.03,17.331,0.005,16.21,0.01,16.4,0.0,15.76,0.01,14.578,14.264,14.111,0.036,0.054,0.064
J060129.94+235555.0,90.374761,23.931966,14.297,0.03,14.474,0.047,14.399,0.067,II,CBe,,,18.52,0.018,16.798,0.004,15.91,0.01,16.1,0.0,15.53,0.01,14.701,14.474,14.399,0.034,0.047,0.067
J060147.61+235824.1,90.448409,23.973367,14.499,0.034,14.691,0.05,14.617,0.067,II,CBe,,,18.873,0.022,17.313,0.004,16.29,0.01,16.54,0.0,15.9,0.01,15.034,14.691,14.617,0.038,0.05,0.067
J060319.81+240557.2,90.832563,24.099244,14.206,0.031,14.479,0.047,14.29,0.059,II,CBe,,,19.745,0.034,17.77,0.006,16.48,0.01,16.74,0.01,15.97,0.01,14.865,14.479,14.29,0.031,0.047,0.059
J060323.31+240105.0,90.847153,24.018062,15.259,0.044,15.424,0.099,15.416,0.159,II,CBe,,,19.822,0.036,18.122,0.006,17.05,0.02,17.27,0.01,16.62,0.01,15.601,15.424,15.416,0.058,0.099,0.159
J060311.51+240735.2,90.797982,24.126464,13.815,0.05,14.18,0.04,13.967,0.046,II,CBe,,,19.46,0.032,17.299,0.005,16.16,0.01,16.37,0.0,15.66,0.01,14.481,14.18,13.967,0.058,0.04,0.046
J060026.51+231625.3,90.11046,23.273706,14.954,0.039,15.149,0.081,15.062,0.103,II,CBe,,,19.992,0.04,17.991,0.006,16.96,0.01,17.13,0.01,16.46,0.01,15.467,15.149,15.062,0.057,0.081,0.103
J060132.21+233546.6,90.38424,23.59629,13.947,0.029,14.394,0.054,14.155,0.057,II,CBe,,,18.795,0.019,16.953,0.004,15.98,0.01,16.17,0.0,15.59,0.01,14.588,14.394,14.155,0.039,0.054,0.057
J053316.77+273217.8,83.319905,27.538286,13.125,0.026,13.428,,13.227,0.034,II,CBe,,,17.911,0.011,16.277,0.004,15.06,0.0,15.35,0.0,14.75,0.0,13.928,13.428,13.227,,,0.034
J053459.32+280743.6,83.747208,28.128778,12.492,0.024,12.818,0.025,12.662,0.024,II,CBe,,,16.145,0.006,14.984,0.004,14.01,0.0,14.36,0.0,13.87,0.0,13.109,12.818,12.662,0.023,0.025,0.024
J053045.75+272609.7,82.69064,27.436043,14.695,0.045,15.039,0.072,14.886,0.095,II,CBe,,,19.992,0.034,18.102,0.006,16.95,0.01,17.22,0.01,16.55,0.01,15.451,15.039,14.886,0.05,0.072,0.095
J053437.74+281445.6,83.65725,28.246024,12.582,0.024,13.026,0.024,12.722,0.023,II,CBe,,,19.837,0.031,17.41,0.005,15.68,0.0,16.01,0.0,15.05,0.0,13.516,13.026,12.722,0.023,0.024,0.023
