ID,RAJ2000,DEJ2000,w1,w1_err,h,h_err,k,k_err,Halpha_type,objtype_Hou,objtype_SIMBAD,Fe_type,umag,e_umag,gmag,e_gmag,Hamag,e_Hamag,rmag,e_rmag,imag,e_imag,Jmag,Hmag,Kmag,e_Jmag,e_Hmag,e_Kmag
J054513.95+213345.0,86.308141,21.562524,13.948,0.028,14.425,0.053,14.249,0.06,II,HII-region,,,18.401,0.015,16.619,0.005,15.76,0.01,15.93,0.0,15.49,0.01,14.709,14.425,14.249,0.031,0.053,0.06
J054636.48+213649.5,86.652017,21.613772,14.818,0.035,14.995,0.068,15.021,0.112,II,HII-region,,,18.163,0.014,16.744,0.005,16.0,0.01,16.19,0.0,15.78,0.0,15.253,14.995,15.021,0.04,0.068,0.112
J061845.27+240425.7,94.688631,24.073815,13.756,0.027,14.001,0.035,13.887,0.039,II,HII-region,,,18.186,0.014,16.294,0.004,15.43,0.01,15.63,0.0,15.09,0.01,14.26,14.001,13.887,0.027,0.035,0.039
J061619.08+233122.3,94.079515,23.522863,15.227,0.046,15.427,0.114,15.373,0.131,II,HII-region,,,19.47,0.029,17.698,0.005,16.82,0.01,17.01,0.0,16.52,0.01,15.742,15.427,15.373,0.052,0.114,0.131
J061726.15+234255.4,94.358991,23.715403,15.209,0.043,15.433,0.118,15.101,0.113,II,HII-region,,,19.525,0.03,17.765,0.005,16.77,0.01,16.94,0.01,16.43,0.01,15.469,15.433,15.101,0.056,0.118,0.113
J061858.60+240634.6,94.744205,24.109636,,,,,,,II,HII-region,,,18.883,0.02,17.035,0.005,16.26,0.01,16.43,0.0,15.92,0.01,15.306,14.885,14.778,0.046,0.061,0.089
J061858.42+240300.7,94.743452,24.05021,14.34,0.033,14.506,0.044,14.462,0.066,II,HII-region,,,18.479,0.016,16.685,0.004,15.8,0.01,16.0,0.0,15.51,0.01,14.785,14.506,14.462,0.033,0.044,0.066
J061834.00+235730.5,94.641682,23.958475,14.632,0.034,14.724,0.049,14.603,0.074,II,HII-region,,,18.483,0.016,16.792,0.004,16.01,0.01,16.17,0.0,15.71,0.01,15.04,14.724,14.603,0.036,0.049,0.074
J054434.62+215152.5,86.144283,21.864594,11.498,0.024,12.092,0.023,11.811,0.02,II,HII-region,,,15.761,0.005,16.439,0.013,13.4,0.0,13.61,0.0,13.19,0.0,12.401,12.092,11.811,0.023,0.023,0.02
J055545.88+204652.5,88.941175,20.78127,13.502,0.026,13.81,0.029,13.67,0.039,II,HII-region,,,18.004,0.012,16.237,0.003,15.4,0.01,15.63,0.0,15.09,0.0,14.192,13.81,13.67,0.029,0.029,0.039
J055437.24+205131.5,88.65518,20.858761,13.867,0.028,14.103,0.034,14.021,0.05,II,HII-region,,,17.665,0.01,16.033,0.004,15.32,0.0,15.49,0.0,15.03,0.0,14.284,14.103,14.021,0.023,0.034,0.05
J055455.65+204735.3,88.731895,20.793166,13.552,0.027,13.644,0.023,13.604,0.032,II,HII-region,,,15.98,0.005,14.745,0.003,14.34,0.0,14.48,0.0,14.21,0.0,13.749,13.644,13.604,0.023,0.023,0.032
J055635.53+210908.8,89.148072,21.152467,12.914,0.025,13.113,0.026,13.007,0.027,II,HII-region,,,17.104,0.008,15.384,0.004,14.56,0.0,14.75,0.0,14.22,0.0,13.349,13.113,13.007,0.024,0.026,0.027
J055619.81+211155.9,89.082552,21.198886,13.579,0.027,13.78,0.027,13.615,0.035,II,HII-region,,,17.155,0.008,15.799,0.004,15.11,0.0,15.3,0.0,14.82,0.0,13.987,13.78,13.615,0.026,0.027,0.035
J055546.50+205821.8,88.943782,20.972723,,,,,,,II,HII-region,,,16.322,0.006,15.062,0.004,14.45,0.0,14.67,0.0,14.3,0.0,13.752,13.606,13.496,0.026,0.03,0.033
J055558.96+210217.3,88.995689,21.038156,13.156,0.026,13.339,0.026,13.196,0.03,II,HII-region,,,16.323,0.006,14.824,0.004,14.36,0.0,14.45,0.0,14.1,0.0,13.43,13.339,13.196,0.022,0.026,0.03
J055711.65+205420.1,89.298552,20.905605,12.526,0.025,12.716,0.024,12.627,0.026,II,HII-region,,,16.324,0.006,14.693,0.003,13.96,0.0,14.11,0.0,13.66,0.0,12.962,12.716,12.627,0.021,0.024,0.026
J055541.21+211047.8,88.92174,21.179958,13.846,0.03,13.986,0.031,13.963,0.051,II,HII-region,,,16.953,0.008,15.392,0.003,14.96,0.0,15.06,0.0,14.74,0.0,14.133,13.986,13.963,0.026,0.031,0.051
J055420.78+211711.4,88.586585,21.286526,13.501,0.027,13.574,0.024,13.515,0.035,II,HII-region,,,16.085,0.005,14.876,0.004,14.39,0.0,14.55,0.0,14.21,0.0,13.703,13.574,13.515,0.022,0.024,0.035
J054640.29+213152.5,86.667882,21.531257,12.791,0.025,12.97,0.027,12.901,0.025,II,HII-region,,,16.427,0.006,15.216,0.003,14.07,0.0,14.28,0.0,13.86,0.0,13.22,12.97,12.901,0.024,0.027,0.025
J054602.45+214016.0,86.510231,21.671114,13.192,0.026,13.349,0.032,13.343,0.032,II,HII-region,,,16.876,0.009,15.502,0.006,14.38,0.0,14.57,0.0,14.18,0.0,13.569,13.349,13.343,0.025,0.032,0.032
J054629.26+213443.0,86.621942,21.578629,12.983,0.025,13.272,0.037,13.192,0.036,II,HII-region,,,16.331,0.006,14.783,0.003,14.21,0.0,14.36,0.0,13.99,0.0,13.456,13.272,13.192,0.034,0.037,0.036
J054606.70+214312.3,86.527957,21.720096,15.479,0.051,15.49,0.127,15.499,0.168,II,HII-region,,,18.93,0.02,17.417,0.005,16.76,0.01,16.93,0.0,16.52,0.01,15.841,15.49,15.499,0.071,0.127,0.168
J054605.41+212810.5,86.522561,21.46961,14.616,0.038,14.648,0.056,14.485,0.072,II,HII-region,,,18.965,0.022,17.139,0.004,16.13,0.01,16.34,0.0,15.87,0.01,15.087,14.648,14.485,0.04,0.056,0.072
J054525.96+214205.6,86.358183,21.701581,,,,,,,II,HII-region,,,18.802,0.019,17.104,0.005,16.75,0.01,16.72,0.0,16.4,0.01,15.502,15.371,15.275,0.05,0.115,0.132
J054525.98+213546.5,86.358284,21.596259,15.278,0.044,15.221,0.08,15.199,0.132,II,HII-region,,,18.922,0.02,17.179,0.005,16.52,0.01,16.67,0.0,16.25,0.01,15.532,15.221,15.199,0.051,0.08,0.132
J054623.11+214324.0,86.596328,21.723339,,,,,,,II,HII-region,,,18.808,0.019,17.126,0.005,16.49,0.01,16.63,0.0,16.23,0.01,15.57,15.346,15.389,0.058,0.117,0.158
J061838.29+234155.6,94.659542,23.698794,13.441,0.025,13.687,0.038,13.67,0.044,II,HII-region,,,17.093,0.008,15.499,0.003,14.76,0.0,14.94,0.0,14.52,0.0,13.926,13.687,13.67,0.032,0.038,0.044
J061811.78+233549.6,94.549102,23.597126,13.011,0.03,13.261,0.037,13.107,0.03,II,HII-region,,,16.627,0.006,15.01,0.003,14.24,0.0,14.39,0.0,13.95,0.0,13.371,13.261,13.107,0.024,0.037,0.03
J061754.59+240051.0,94.477488,24.014189,13.437,0.028,13.782,0.034,13.614,0.038,II,HII-region,,,17.665,0.011,15.873,0.004,15.03,0.0,15.2,0.0,14.68,0.0,13.977,13.782,13.614,0.03,0.034,0.038
J061845.27+240425.7,94.688631,24.073815,13.756,0.027,14.001,0.035,13.887,0.039,II,HII-region,,,18.186,0.014,16.294,0.004,15.43,0.01,15.63,0.0,15.09,0.01,14.26,14.001,13.887,0.027,0.035,0.039
J061915.71+234624.5,94.815493,23.773492,14.427,0.034,14.581,0.064,14.559,0.065,II,HII-region,,,18.119,0.013,16.397,0.004,15.7,0.01,15.83,0.0,15.43,0.01,14.833,14.581,14.559,0.04,0.064,0.065
J061817.90+234621.8,94.574595,23.77274,13.071,0.025,13.313,0.031,13.216,0.034,II,HII-region,,,17.205,0.008,15.437,0.003,14.77,0.0,14.88,0.0,14.41,0.0,13.599,13.313,13.216,0.024,0.031,0.034
J061741.73+234759.9,94.423887,23.799976,12.671,0.024,12.921,0.04,12.799,0.022,II,HII-region,,,16.3,0.006,14.814,0.003,14.04,0.0,14.22,0.0,13.78,0.0,13.04,12.921,12.799,0.029,0.04,0.022
J054602.45+214016.0,86.510231,21.671114,13.192,0.026,13.349,0.032,13.343,0.032,II,HII-region,,,16.876,0.009,15.502,0.006,14.38,0.0,14.57,0.0,14.18,0.0,13.569,13.349,13.343,0.025,0.032,0.032
J054613.17+214351.9,86.554898,21.731101,13.962,0.029,14.161,0.043,14.036,0.052,II,HII-region,,,17.501,0.01,15.96,0.004,15.28,0.0,15.44,0.0,15.03,0.0,14.362,14.161,14.036,0.029,0.043,0.052
J054541.75+214227.5,86.42396,21.707666,,,,,,,II,HII-region,,,16.739,0.007,15.602,0.004,15.04,0.0,15.22,0.0,14.88,0.0,14.361,14.101,14.144,0.033,0.053,0.06
J054554.20+212937.4,86.475864,21.493727,13.818,0.03,14.004,0.044,13.891,0.044,II,HII-region,,,17.946,0.012,16.145,0.004,15.25,0.0,15.44,0.0,15.0,0.0,14.284,14.004,13.891,0.028,0.044,0.044
J054641.50+214842.1,86.672925,21.811714,14.192,0.031,14.294,0.043,14.26,0.059,II,HII-region,,,17.348,0.009,15.848,0.004,15.3,0.0,15.43,0.0,15.12,0.0,14.514,14.294,14.26,0.032,0.043,0.059
J053946.05+302851.8,84.941878,30.481075,11.616,0.023,11.896,0.023,11.625,0.026,III,HII-region,,,16.273,0.006,14.988,0.004,13.72,0.0,14.03,0.0,13.31,0.0,12.242,11.896,11.625,0.023,0.023,0.026
J054601.67+212626.6,86.506984,21.440742,13.47,0.028,13.738,0.033,13.644,0.041,III,HII-region,,,16.398,0.006,15.345,0.003,14.47,0.0,14.82,0.0,14.49,0.0,13.964,13.738,13.644,0.026,0.033,0.041
J035437.73+522740.6,58.657224,52.461297,11.011,0.023,11.204,0.029,11.125,0.025,IV,HII-region,,,15.113,0.004,14.369,0.007,12.44,0.0,12.64,0.0,12.19,0.0,11.42,11.204,11.125,0.019,0.029,0.025
J064331.00+084841.4,100.8792,8.8115001,10.342,0.023,10.736,0.023,10.476,0.019,IV,HII-region,,,15.975,0.006,14.869,0.012,12.93,0.0,13.24,0.0,12.59,0.0,11.35,10.736,10.476,0.023,0.023,0.019
J063605.92+100536.6,99.024707,10.093511,12.006,0.024,12.175,0.024,12.055,0.024,IV,HII-region,White Dwarf Candidate,,15.6,0.006,14.89,0.014,13.06,0.0,13.19,0.0,12.82,0.0,12.285,12.175,12.055,0.023,0.024,0.024
J063738.72+091948.9,99.411346,9.3302607,12.812,0.023,12.908,0.022,12.851,0.029,IV,HII-region,Star in Cluster,,15.494,0.005,14.037,0.003,13.66,0.0,13.75,0.0,13.52,0.0,13.058,12.908,12.851,0.024,0.022,0.029
J063716.51+100849.9,99.318832,10.147208,12.142,0.022,12.315,0.022,12.227,0.024,IV,HII-region,,,16.005,0.007,14.545,0.005,13.24,0.0,13.4,0.0,13.08,0.0,12.475,12.315,12.227,0.023,0.022,0.024
J053709.43+283122.9,84.289325,28.523047,13.762,0.028,14.122,0.03,13.803,0.038,IV,HII-region,,,19.037,0.02,17.119,0.005,15.99,0.01,16.18,0.0,15.48,0.0,14.44,14.122,13.803,0.029,0.03,0.038
J053543.18+281527.1,83.92993,28.257536,,,,,,,IV,HII-region,,,20.163,0.038,18.167,0.006,17.1,0.01,17.29,0.01,16.65,0.01,15.566,15.135,14.862,0.046,0.069,0.082
J053921.87+290028.8,84.841127,29.008027,14.236,0.029,14.56,0.049,14.303,0.058,IV,HII-region,,,19.388,0.024,17.398,0.005,16.38,0.01,16.56,0.01,15.88,0.01,14.874,14.56,14.303,0.031,0.049,0.058
J055541.38+204133.6,88.92245,20.692671,15.092,0.044,15.054,0.075,15.089,0.116,IV,HII-region,,,19.886,0.037,18.038,0.006,17.01,0.01,17.24,0.01,16.62,0.01,15.66,15.054,15.089,0.056,0.075,0.116
J055432.59+210345.3,88.635821,21.062602,,,,,,,IV,HII-region,,,19.472,0.029,17.673,0.005,17.01,0.01,17.16,0.0,16.67,0.01,15.796,15.625,15.442,0.055,0.098,0.15
J055537.24+211302.7,88.905182,21.217443,14.71,0.039,15.133,0.079,14.932,0.109,IV,HII-region,,,19.776,0.035,17.891,0.006,16.92,0.01,17.16,0.01,16.59,0.01,15.495,15.133,14.932,0.047,0.079,0.109
J061654.52+233737.2,94.227168,23.62701,12.995,0.026,13.39,0.039,13.173,0.031,IV,HII-region,,,17.68,0.011,16.036,0.003,14.79,0.0,15.16,0.0,14.62,0.0,13.671,13.39,13.173,0.029,0.039,0.031
J061649.20+234926.0,94.205006,23.823889,14.237,0.031,14.516,0.064,14.478,0.074,IV,HII-region,,,17.685,0.011,16.402,0.004,15.69,0.01,15.9,0.0,15.47,0.01,14.788,14.516,14.478,0.048,0.064,0.074
J061815.58+234939.9,94.564937,23.827759,13.592,0.026,13.891,0.032,13.733,0.04,IV,HII-region,,,18.484,0.016,16.606,0.004,15.63,0.01,15.82,0.0,15.22,0.01,14.339,13.891,13.733,0.031,0.032,0.04
J054504.56+290122.2,86.269009,29.022856,14.035,0.029,14.451,0.049,14.289,0.065,VI,HII-region,,,18.846,0.018,17.027,0.005,16.22,0.01,16.38,0.01,15.82,0.01,14.79,14.451,14.289,0.033,0.049,0.065
J035538.56+522008.0,58.910692,52.335559,11.678,0.023,12.031,0.037,11.982,0.034,VI,HII-region,,,15.865,0.006,15.292,0.012,13.24,0.0,13.54,0.0,12.94,0.0,12.219,12.031,11.982,0.032,0.037,0.034
J053917.51+303255.1,84.822998,30.548646,13.647,0.027,14.027,0.034,13.767,0.041,VI,HII-region,,,18.953,0.023,16.948,0.005,15.89,0.01,16.08,0.01,15.38,0.01,14.338,14.027,13.767,0.027,0.034,0.041
J035538.56+522008.0,58.910692,52.335559,11.678,0.023,12.031,0.037,11.982,0.034,VI,HII-region,,,15.865,0.006,15.292,0.012,13.24,0.0,13.54,0.0,12.94,0.0,12.219,12.031,11.982,0.032,0.037,0.034
J064723.70+104241.2,101.84876,10.711448,12.399,0.023,12.498,0.022,12.451,0.025,VI,HII-region,,,15.448,0.007,16.933,0.016,13.29,0.0,13.44,0.0,13.11,0.0,12.672,12.498,12.451,0.023,0.022,0.025
J064108.90+105351.6,100.28709,10.897675,11.585,0.022,11.837,0.022,11.675,0.02,VI,HII-region,,,17.06,0.009,14.865,0.004,13.68,0.0,13.92,0.0,13.22,0.0,12.167,11.837,11.675,0.022,0.022,0.02
J064542.79+105419.0,101.42833,10.905297,12.03,0.023,12.15,0.025,12.065,0.023,VI,HII-region,,,16.134,0.01,13.73,0.003,12.99,0.0,13.14,0.0,12.84,0.0,12.318,12.15,12.065,0.023,0.025,0.023
J064729.50+105403.8,101.87294,10.901065,12.565,0.024,12.701,0.021,12.586,0.027,VI,HII-region,,,15.824,0.005,14.226,0.003,13.62,0.0,13.76,0.0,13.39,0.0,12.875,12.701,12.586,0.023,0.021,0.027
J054008.08+290849.3,85.033684,29.147031,12.651,0.025,12.9,0.023,12.756,0.026,VI,HII-region,,,16.761,0.007,15.035,0.003,14.24,0.0,14.4,0.0,13.87,0.0,13.161,12.9,12.756,0.022,0.023,0.026
J053717.33+284855.5,84.322233,28.815442,13.88,0.028,14.408,0.048,14.186,0.049,VI,HII-region,,,20.078,0.039,17.375,0.005,16.24,0.01,16.47,0.01,15.75,0.01,14.657,14.408,14.186,0.034,0.048,0.049
J053727.81+285045.5,84.365906,28.845988,13.438,0.029,13.844,0.034,13.639,0.037,VI,HII-region,,,18.773,0.017,17.143,0.005,15.82,0.01,16.08,0.0,15.29,0.0,14.151,13.844,13.639,0.026,0.034,0.037
J054046.35+302032.0,85.193144,30.342245,12.909,0.028,13.239,0.026,13.042,0.026,VI,HII-region,,,18.185,0.014,16.364,0.004,14.97,0.0,15.31,0.0,14.62,0.0,13.66,13.239,13.042,0.024,0.026,0.026
J053939.18+302349.9,84.913266,30.397214,14.217,0.031,14.414,0.037,14.226,0.055,VI,HII-region,,,19.393,0.025,17.531,0.005,16.38,0.01,16.61,0.01,15.88,0.01,14.869,14.414,14.226,0.033,0.037,0.055
J055422.79+211424.4,88.594962,21.240135,14.908,0.038,15.02,0.049,14.835,0.094,VI,HII-region,,,19.316,0.026,17.752,0.006,16.69,0.01,16.97,0.0,16.38,0.01,15.432,15.02,14.835,0.042,0.049,0.094
J055504.29+212156.8,88.767884,21.365795,13.391,0.027,13.744,0.033,13.518,0.041,VI,HII-region,,,20.338,0.052,17.88,0.006,16.17,0.01,16.57,0.0,15.75,0.01,14.354,13.744,13.518,0.029,0.033,0.041
J055626.81+204941.7,89.111719,20.828257,14.296,0.032,14.462,0.046,14.386,0.056,VI,HII-region,,,17.729,0.011,16.195,0.003,15.54,0.01,15.7,0.0,15.35,0.01,14.601,14.462,14.386,0.028,0.046,0.056
J055641.57+210233.8,89.173244,21.042741,,,,,,,VI,HII-region,,,18.694,0.018,16.979,0.004,16.17,0.01,16.35,0.0,15.85,0.01,15.043,14.804,14.777,0.039,0.065,0.08
J054512.09+212027.5,86.300412,21.340985,15.037,0.04,15.151,0.083,14.978,0.1,VI,HII-region,,,18.45,0.016,16.914,0.004,16.26,0.01,16.42,0.0,16.02,0.01,15.404,15.151,14.978,0.05,0.083,0.1
J061958.37+235627.0,94.993231,23.940853,14.216,0.033,14.428,0.058,14.294,0.067,VI,HII-region,,,17.439,0.009,15.804,0.003,15.26,0.0,15.38,0.0,15.04,0.0,14.53,14.428,14.294,0.034,0.058,0.067
J062007.17+235005.7,95.029898,23.834921,13.344,0.027,13.603,0.043,13.468,0.035,VI,HII-region,,,17.222,0.008,15.567,0.003,14.76,0.0,14.95,0.0,14.52,0.0,13.818,13.603,13.468,0.026,0.043,0.035
J061823.48+235452.8,94.597842,23.914688,12.996,0.025,13.19,0.033,13.096,0.034,VI,HII-region,,,16.821,0.007,15.133,0.004,14.42,0.0,14.58,0.0,14.11,0.0,13.427,13.19,13.096,0.026,0.033,0.034
J064433.29+094604.5,101.13872,9.7679444,12.447,0.024,12.526,0.024,12.482,0.032,II,unknown,,,15.074,0.004,14.837,0.01,13.21,0.0,13.31,0.0,13.12,0.0,12.658,12.526,12.482,0.026,0.024,0.032
J062015.10+235250.5,95.062945,23.880703,13.819,0.028,14.069,0.046,13.941,0.05,II,unknown,,,17.805,0.011,16.081,0.003,15.31,0.0,15.48,0.0,15.01,0.0,14.341,14.069,13.941,0.036,0.046,0.05
J062029.79+240350.3,95.124137,24.063979,12.977,0.024,13.235,0.03,13.158,0.03,II,unknown,,,16.041,0.005,14.968,0.003,14.19,0.0,14.41,0.0,13.93,0.0,13.355,13.235,13.158,0.023,0.03,0.03
J062131.05+241000.9,95.3794,24.166926,13.851,0.029,14.072,0.039,14.035,0.05,II,unknown,,,17.174,0.008,15.591,0.003,15.11,0.0,15.22,0.0,14.88,0.0,14.27,14.072,14.035,0.029,0.039,0.05
J062127.87+241705.0,95.366144,24.284743,13.595,0.027,13.836,0.03,13.705,0.038,II,unknown,,,16.97,0.008,15.349,0.004,14.79,0.0,14.93,0.0,14.56,0.0,13.96,13.836,13.705,0.025,0.03,0.038
J061739.40+245233.5,94.414186,24.875995,14.115,0.029,14.428,0.043,14.232,0.056,II,unknown,,,17.337,0.009,15.828,0.004,15.36,0.0,15.49,0.0,15.15,0.0,14.589,14.428,14.232,0.032,0.043,0.056
J055028.24+212552.7,87.617674,21.431322,14.774,0.035,14.971,0.071,14.78,0.081,II,unknown,,,17.567,0.011,16.169,0.003,15.66,0.01,15.78,0.0,15.48,0.01,15.063,14.971,14.78,0.045,0.071,0.081
J054537.46+213829.7,86.406106,21.641594,13.913,0.028,13.967,0.041,13.917,0.052,II,unknown,,,16.192,0.006,15.3,0.004,14.7,0.0,14.92,0.0,14.6,0.0,14.153,13.967,13.917,0.024,0.041,0.052
J052831.74+271146.5,82.132272,27.19626,13.154,0.026,13.65,0.031,13.406,0.032,I,unknown,,,16.526,0.006,15.552,0.003,14.55,0.0,15.04,0.0,14.59,0.0,13.874,13.65,13.406,0.026,0.031,0.032
J053513.09+295912.3,83.80458,29.986758,11.31,0.023,12.243,0.022,12.1,0.02,I,unknown,,,16.652,0.007,15.242,0.004,13.64,0.0,14.21,0.0,13.41,0.0,12.544,12.243,12.1,0.021,0.022,0.02
J060414.76+240402.4,91.06154,24.067343,11.549,0.024,12.76,0.025,12.653,0.023,I,unknown,Star,,15.339,0.005,14.841,0.004,13.14,0.0,13.58,0.0,13.09,0.0,12.911,12.76,12.653,0.021,0.025,0.023
J041750.14+532526.1,64.458939,53.423931,10.772,0.023,11.481,0.029,11.187,0.023,I,unknown,,unclassify,15.331,0.004,14.196,0.002,12.54,0.0,13.33,0.0,12.74,0.0,11.808,11.481,11.187,0.024,0.029,0.023
J041336.90+524434.5,63.40378,52.742943,10.146,0.023,10.706,0.027,10.406,0.021,I,unknown,Emission-line Star,double-peak,15.043,0.007,13.173,0.001,11.51,0.0,12.35,0.0,11.87,0.0,10.997,10.706,10.406,0.023,0.027,0.021
J060250.30+235942.2,90.709624,23.995056,11.959,0.024,12.603,0.026,12.25,0.021,I,unknown,,unclassify,17.746,0.011,16.079,0.004,14.37,0.0,14.94,0.0,14.12,0.0,12.916,12.603,12.25,0.021,0.026,0.021
J054649.95+220630.2,86.708152,22.108395,13.416,0.027,14.378,0.049,13.813,0.044,I,unknown,,,19.195,0.027,17.486,0.005,16.42,0.01,16.82,0.0,16.29,0.01,15.049,14.378,13.813,0.038,0.049,0.044
J060250.30+235942.2,90.709624,23.995056,11.959,0.024,12.603,0.026,12.25,0.021,I,unknown,,,17.746,0.011,16.079,0.004,14.37,0.0,14.94,0.0,14.12,0.0,12.916,12.603,12.25,0.021,0.026,0.021
J060028.33+225621.9,90.118083,22.939422,10.575,0.027,12.003,0.03,11.798,0.023,I,unknown,,,17.548,0.011,15.865,0.003,13.78,0.0,14.49,0.0,13.43,0.0,12.396,12.003,11.798,0.023,0.03,0.023
J055941.63+240412.0,89.923496,24.070006,11.659,0.023,12.706,0.022,12.489,0.023,I,unknown,,unclassify,17.137,0.009,15.607,0.003,14.45,0.0,14.89,0.0,14.11,0.0,13.036,12.706,12.489,0.021,0.022,0.023
J054553.52+293645.9,86.473039,29.612765,11.452,0.023,12.103,0.022,11.803,0.02,III,unknown,,,16.325,0.007,14.951,0.005,13.45,0.0,13.95,0.0,13.41,0.0,12.496,12.103,11.803,0.022,0.022,0.02
J041120.62+531404.3,62.83595,53.234539,10.508,0.023,11.513,0.057,11.247,0.043,III,unknown,,,14.988,0.007,13.902,0.003,12.1,0.0,12.83,0.0,12.34,0.0,11.789,11.513,11.247,0.05,0.057,0.043
J054553.52+293645.9,86.473039,29.612765,11.452,0.023,12.103,0.022,11.803,0.02,III,unknown,,,16.325,0.007,14.951,0.005,13.45,0.0,13.95,0.0,13.41,0.0,12.496,12.103,11.803,0.022,0.022,0.02
J052821.50+292918.9,82.089622,29.488593,15.526,0.048,15.688,0.115,15.285,0.136,II,unknown,,,19.59,0.03,17.972,0.006,17.09,0.01,17.28,0.01,16.79,0.01,15.966,15.688,15.285,0.059,0.115,0.136
J053127.87+294248.9,82.866145,29.7136,14.973,0.037,15.587,0.119,15.159,0.13,II,unknown,,,20.314,0.044,18.412,0.007,17.28,0.01,17.5,0.01,16.85,0.01,15.827,15.587,15.159,0.051,0.119,0.13
J052435.10+282436.4,81.146251,28.410127,,,,,,,II,unknown,,,19.086,0.026,17.363,0.005,16.7,0.01,16.83,0.01,16.38,0.01,15.729,15.372,15.101,0.061,0.092,0.111
J053000.85+274445.3,82.503552,27.745925,15.397,0.049,15.618,0.114,15.336,0.157,II,unknown,,,19.516,0.027,17.783,0.006,16.99,0.01,17.15,0.01,16.66,0.01,15.81,15.618,15.336,0.061,0.114,0.157
J064917.48+100119.6,102.32287,10.022122,,,,,,,II,unknown,Star in Cluster,,14.643,0.007,15.53,0.013,12.55,0.0,12.91,0.0,12.67,0.0,12.461,12.419,12.437,0.022,0.031,0.026
J055507.38+223647.6,88.78076,22.613237,15.496,0.052,15.881,0.121,15.187,0.126,II,unknown,,,20.557,0.06,18.68,0.008,17.53,0.01,17.8,0.01,17.14,0.01,15.875,15.881,15.187,0.053,0.121,0.126
J060148.47+234523.4,90.45199,23.756501,15.313,0.047,15.608,0.13,15.224,0.127,II,unknown,,,20.426,0.053,18.398,0.007,17.33,0.02,17.53,0.01,16.88,0.01,15.977,15.608,15.224,0.073,0.13,0.127
J055335.64+215637.8,88.398526,21.943853,15.0,0.04,15.446,0.09,15.192,0.123,II,unknown,,,19.247,0.027,17.507,0.005,16.78,0.01,16.95,0.01,16.48,0.01,15.645,15.446,15.192,0.056,0.09,0.123
J060628.33+231126.1,91.618044,23.190588,,,,,,,II,unknown,,,18.746,0.019,17.033,0.004,16.3,0.01,16.44,0.0,15.99,0.01,15.364,15.068,14.976,0.045,0.065,0.092
J060723.68+234150.8,91.848672,23.697466,14.709,0.04,15.024,0.073,14.812,0.088,II,unknown,,,18.892,0.022,17.393,0.005,16.27,0.01,16.53,0.0,16.02,0.01,15.31,15.024,14.812,0.047,0.073,0.088
J060452.99+232933.3,91.220828,23.4926,15.598,0.053,15.915,0.169,15.606,,II,unknown,,,19.396,0.03,17.8,0.005,17.07,0.01,17.22,0.01,16.74,0.01,15.924,15.915,15.606,0.076,0.169,
J060439.72+225746.1,91.165504,22.96281,,,,,,,II,unknown,,,20.138,0.045,18.216,0.006,17.03,0.02,17.29,0.01,16.59,0.01,15.431,15.086,14.916,0.05,0.087,0.114
J060503.95+230211.4,91.266497,23.036501,15.1,0.042,15.781,0.137,15.325,0.136,II,unknown,,,19.809,0.036,18.008,0.006,17.17,0.02,17.31,0.01,16.72,0.01,15.917,15.781,15.325,0.075,0.137,0.136
J060152.24+235317.0,90.467707,23.888071,,,,,,,II,unknown,,,19.522,0.03,17.866,0.006,16.94,0.01,17.13,0.01,16.55,0.01,15.809,15.609,15.425,0.071,0.112,0.154
J060112.79+234229.9,90.303323,23.708315,14.985,0.041,15.234,0.11,14.952,0.102,II,unknown,,,19.639,0.032,17.734,0.005,16.78,0.01,16.94,0.0,16.32,0.01,15.406,15.234,14.952,0.049,0.11,0.102
J053521.24+283503.7,83.838509,28.58437,,,,,,,II,unknown,,,19.928,0.04,17.953,0.006,16.88,0.01,17.06,0.01,16.43,0.01,15.29,14.991,14.717,0.04,0.073,0.082
J054736.64+311507.7,86.902705,31.252161,15.069,0.044,15.951,0.173,15.416,0.195,II,unknown,,,19.146,0.024,17.469,0.005,16.84,0.01,16.96,0.01,16.46,0.01,15.742,15.951,15.416,0.066,0.173,0.195
J061748.48+250045.3,94.452028,25.012585,15.939,0.068,15.833,0.117,15.45,0.141,II,unknown,,,19.428,0.029,17.816,0.005,17.03,0.01,17.24,0.01,16.77,0.01,16.173,15.833,15.45,0.073,0.117,0.141
J061110.20+252702.5,92.792526,25.450714,15.393,0.047,15.692,0.12,15.424,0.134,II,unknown,,,17.932,0.013,16.62,0.004,16.25,0.01,16.36,0.0,16.09,0.01,15.597,15.692,15.424,0.049,0.12,0.134
J054651.57+192913.4,86.714885,19.487059,,,,,,,II,unknown,,,19.302,0.027,17.674,0.005,17.08,0.01,17.23,0.01,16.78,0.01,15.959,15.635,15.943,0.075,0.129,0.247
J054424.69+201219.5,86.102913,20.205429,,,,,,,II,unknown,,,18.862,0.019,17.065,0.005,16.2,0.01,16.43,0.0,15.89,0.01,15.066,14.66,14.633,0.042,0.057,0.081
J055224.20+221022.4,88.100861,22.172911,,,,,,,II,unknown,,,18.148,0.015,16.635,0.004,15.88,0.01,16.07,0.0,15.59,0.01,14.774,14.559,14.475,0.034,0.055,0.067
